"Gene"	"ICLE D2 Score Average"	"NST D2 Score Average"	"D2 Effect Size"	"D2 P-value"	"D2 FDR"	"SIMEM Effect Size"	"SIMEM P-value"	"SIMEM FDR"	"Significance"	"Group"	"Group & Significance"	"Consensus Dependency"	"Present in DGI"	"DGI Score"	"Drug"
"ZNF667"	0.248190277968722	0.15388263994166	0.0943076380270623	0.228929765370092	0.873811475843424	0.0619674294203716	0.194638281126671	0.79805376189173	"NS"	""	"4"	"N"	"N"	NA	NA
"PCIF1"	-0.117979734935567	-0.11427013826553	-0.0037095966700367	0.979672307557361	0.998201650036911	-0.0162171734737082	0.814883693961286	0.979643476111129	"NS"	""	"4"	"N"	"N"	NA	NA
"FAM217B"	-0.0319898569275222	0.00499270672608	-0.0369825636536022	0.696604645187417	0.969266115826587	-0.169001808030468	0.241640319495419	0.831422404697475	"NS"	""	"4"	"N"	"N"	NA	NA
"GPSM3"	0.0721709766639889	-0.0515795067084985	0.123750483372487	0.174466753547141	0.861069682813183	0.172245427250686	0.236621395545313	0.830464196918736	"NS"	""	"4"	"N"	"N"	NA	NA
"NECAB3"	-0.0017479462654	-0.018070639019453	0.016322692754053	0.771058601409619	0.979027805521663	0.133256070762994	0.0328503622137449	0.613692330073091	"NS"	""	"4"	"N"	"N"	NA	NA
"FKBPL"	-0.181645078298928	0.04117883367293	-0.222823911971858	0.0640492878257692	0.809321900953788	-0.037766744678492	0.50965259199985	0.923506295996777	"NS"	""	"4"	"N"	"N"	NA	NA
"DMRTC2"	-0.0494899882669522	0.00118393919469	-0.0506739274616422	0.323963747842633	0.901084014924136	-0.018381325351801	0.704433735179502	0.957543925608316	"NS"	""	"4"	"N"	"N"	NA	NA
"DMRTB1"	-0.00847822241395556	0.003984052786156	-0.0124622752001116	0.87714203899308	0.988132350433782	0.0535839963573233	0.608709462017308	0.935850077696386	"NS"	""	"4"	"N"	"N"	NA	NA
"DMRTA1"	0.0725172440869444	0.02626279487804	0.0462544492089044	0.446799824359905	0.927131168289747	0.116750380734989	0.0287433742064764	0.591326678856701	"NS"	""	"4"	"N"	"N"	NA	NA
"CLSPN"	-0.652908741261778	-0.6796593654779	0.0267506242161223	0.779942403151526	0.980307333626559	-0.0933209259181312	0.0562998127016281	0.658943571967574	"NS"	""	"4"	"N"	"N"	NA	NA
"SEC14L1"	-0.0111998649671	-0.041672570179417	0.030472705212317	0.735835952106506	0.974885856674524	0.133627719221372	0.151168107367276	0.776973439430931	"NS"	""	"4"	"N"	"N"	NA	NA
"KIF13A"	0.0217159944135767	-0.060810507999646	0.0825265024132227	0.177945706311821	0.863119506963628	0.137378907659769	0.0152324238073855	0.54347404123724	"NS"	""	"4"	"N"	"N"	NA	NA
"NEUROG2"	-0.176506024026689	-0.20144287913919	0.0249368551125011	0.781250555797746	0.980500569446609	-0.0474629463512576	0.711628073839022	0.959871924823337	"NS"	""	"4"	"N"	"N"	NA	NA
"NEUROD6"	-0.212194867736878	-0.138827258367373	-0.0733676093695048	0.362299391530684	0.914112334611165	-0.0699578294791303	0.406034741866303	0.896532883376348	"NS"	""	"4"	"N"	"N"	NA	NA
"PRDM16"	-0.256341514273078	-0.02619394443374	-0.230147569839338	0.0101408545851385	0.732270289782147	-0.0643076818595531	0.578652852996538	0.930405059422556	"NS"	""	"4"	"N"	"Y"	0.589800539	"NATEGLINIDE"
"PRDM14"	-0.009001444220238	-0.02988061403722	0.020879169816982	0.688983818767724	0.968493863088899	-0.00842015255944523	0.836703634338651	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"FIGNL1"	-0.124505252182578	-0.102120507151492	-0.0223847450310858	0.797894772860252	0.983578683692105	-0.0117218475236525	0.91366715272403	0.990767226941351	"NS"	""	"4"	"N"	"N"	NA	NA
"ANO3"	0.0139284310189	0.04999613755464	-0.03606770653574	0.648678531082641	0.963990377796	-0.0286954573245206	0.725005851292772	0.963109658772368	"NS"	""	"4"	"N"	"N"	NA	NA
"TRAPPC2"	0.117350976100389	0.1129183146536	0.0044326614467889	0.946656943066337	0.994062324382887	-0.193698834184737	0.0464738704154211	0.642659993495528	"NS"	""	"4"	"N"	"N"	NA	NA
"BLK"	-0.0771393714716167	0.089159403943609	-0.166298775415226	0.0149028824037579	0.732270289782147	-0.0360103137492858	0.802075893279792	0.977928848326711	"NS"	""	"4"	"N"	"Y"	0.173470747	"HEPARIN"
"SELE"	-0.0151732545429333	-0.09200272690996	0.0768294723670267	0.387354607747969	0.920763772353724	-0.0452221261941796	0.655930884636304	0.944300155873608	"NS"	""	"4"	"N"	"Y"	0.380516477	"REGORAFENIB"
"SELP"	0.0184263975475444	-0.00518900324984	0.0236154007973844	0.670598107890961	0.96697367418726	-0.0322488906658961	0.463036800796854	0.913612695843074	"NS"	""	"4"	"N"	"Y"	12.63858298	"SELEXIPAG"
"SELPLG"	0.148568451640711	0.06784074242699	0.0807277092137211	0.450806919361062	0.928084372451336	0.0629405557556308	0.44679352178947	0.909683131205109	"NS"	""	"4"	"N"	"N"	NA	NA
"SEMA3F"	-0.0412302147875444	-0.023676760975613	-0.0175534538119314	0.842787836457995	0.985645688266929	-0.0851572570297465	0.541678338864177	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"SEMG1"	0.1708407294599	0.2028117771558	-0.0319710476959	0.615860057840894	0.959436901649942	0.0585473760625122	0.135665917357282	0.76379449069862	"NS"	""	"4"	"N"	"N"	NA	NA
"TSPYL2"	0.189164321629838	0.08415902940748	0.105005292222358	0.24000919208634	0.879876094735999	0.0296949839935888	0.58616417976593	0.93306857459428	"NS"	""	"4"	"N"	"Y"	0.351071749	"METFORMIN HYDROCHLORIDE"
"RBM26"	-0.0118933829693222	-0.09220324531967	0.0803098623503478	0.322297063777606	0.900141809104219	-0.047373065006818	0.707032302977485	0.957620554037795	"NS"	""	"4"	"N"	"N"	NA	NA
"PRSS22"	0.0102011154898111	-0.06096074844146	0.0711618639312711	0.3191337044346	0.898369739858339	0.128930939200536	0.313806869603766	0.864672098786382	"NS"	""	"4"	"N"	"N"	NA	NA
"PERP"	0.0327122879058222	0.07056685672121	-0.0378545688153878	0.608045881840611	0.957753294410769	0.0459806675239931	0.576393201560171	0.930405059422556	"NS"	""	"4"	"N"	"Y"	0.634194128	"TRIHEXYPHENIDYL"
"MMP27"	0.222749606521278	-0.01594128507449	0.238690891595768	0.0385306022861498	0.777096367709328	0.10492117258472	0.567724396821758	0.930229780194138	"NS"	""	"4"	"N"	"N"	NA	NA
"NPAS3"	0.103604628903463	0.02767231771363	0.0759323111898334	0.217176724478109	0.87028323296438	0.103185579648929	0.0682197087695657	0.674352894977609	"NS"	""	"4"	"N"	"Y"	1.156471645	"LEE011"
"SEMG2"	0.0514404377907778	-0.06747155163228	0.118911989423058	0.276620347251457	0.89109593407409	-0.16795136717663	0.377557258447467	0.885616421300266	"NS"	""	"4"	"N"	"N"	NA	NA
"CDH23"	0.0952317420161267	0.06433867511872	0.0308930668974067	0.665593132341429	0.96659746188345	-0.0480763546494722	0.430809457817646	0.904206388370626	"NS"	""	"4"	"N"	"Y"	1.282175085	"paroxetine"
"LHPP"	0.0150385818349	-0.035450293223207	0.050488875058107	0.519841441004759	0.945854701101061	0.208435694032047	0.020784084698082	0.5673338246494	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC28A3"	-0.0698002706998222	-0.018134804498176	-0.0516654662016462	0.623548986522792	0.960886869718644	0.0135265594663225	0.895067722106904	0.988473053065965	"NS"	""	"4"	"N"	"Y"	2.106430496	"DOXYCYCLINE CALCIUM"
"RBKS"	-0.0410254132759556	-0.021373547150731	-0.0196518661252246	0.702047814616461	0.970000312315717	-0.0393776405365545	0.319911513562434	0.866219798548808	"NS"	""	"4"	"N"	"N"	NA	NA
"PBLD"	-0.0112778577180633	-0.00877790206171	-0.00249995565635334	0.984716809857946	0.998916530787919	0.084952115632142	0.356831686525892	0.881018501596914	"NS"	""	"4"	"N"	"N"	NA	NA
"GOLPH3"	0.0847702421855111	0.01475414631786	0.0700160958676511	0.341835283952058	0.908711560967298	-0.0109576528000218	0.819391885475469	0.979643476111129	"NS"	""	"4"	"N"	"N"	NA	NA
"CLSTN2"	0.0792032855083555	0.04208200599939	0.0371212795089655	0.725922849724645	0.973104026692492	0.0996648848496532	0.271544205909067	0.846341151993891	"NS"	""	"4"	"N"	"N"	NA	NA
"MCCC2"	0.131361286959856	0.174301376625908	-0.0429400896660524	0.41229542158373	0.925471743369446	-0.00836946929282835	0.913544670539333	0.990767226941351	"NS"	""	"4"	"N"	"N"	NA	NA
"SNX16"	-0.0198699698559433	-0.06612500497758	0.0462550351216367	0.451477421564321	0.928579457237954	-0.00421061337324584	0.937395695347013	0.993515937829358	"NS"	""	"4"	"N"	"N"	NA	NA
"GAL3ST2"	0.155548427000972	0.12069493196369	0.0348534950372822	0.694136994678915	0.969266115826587	0.00707390979034435	0.936685711831998	0.993515937829358	"NS"	""	"4"	"N"	"N"	NA	NA
"POPDC2"	0.0429312571893967	0.12554799465261	-0.0826167374632133	0.265901097850255	0.890214301604513	-0.176045755555765	0.180851553105314	0.789587181756493	"NS"	""	"4"	"N"	"N"	NA	NA
"SAMSN1"	-0.128887606530799	-0.098654584204931	-0.0302330223258679	0.725412357920221	0.973104026692492	0.0131911257943527	0.867372795978508	0.984042895627405	"NS"	""	"4"	"N"	"N"	NA	NA
"SMOC1"	0.0249318753779744	0.017973639118376	0.00695823625959844	0.954148546152073	0.995335247523902	-0.189154443578867	0.135499003380281	0.76379449069862	"NS"	""	"4"	"N"	"N"	NA	NA
"SMOC2"	0.164649446751156	0.03170422347434	0.132945223276816	0.0503518612769597	0.787269611530444	0.0526884880603161	0.522391974564121	0.92774731855826	"NS"	""	"4"	"N"	"N"	NA	NA
"GFRA4"	0.0274205667930556	-0.066840356414663	0.0942609232077185	0.253039872684502	0.88595559459422	-0.0402624499347751	0.701924622423622	0.957521804411859	"NS"	""	"4"	"N"	"N"	NA	NA
"EPB41L4A"	-0.416134408033667	-0.21484369798079	-0.201290710052877	0.134892101559987	0.836774525106462	-0.0296994845596691	0.836797028009884	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"PARVG"	0.216361190198444	0.189197884760765	0.0271633054376798	0.654000065175548	0.964493265427997	-0.101191379683404	0.0644780074235224	0.672210671431646	"NS"	""	"4"	"N"	"N"	NA	NA
"TNMD"	0.116215909979956	0.07658898540973	0.0396269245702255	0.586205759301797	0.955411612799801	-0.0335414774092286	0.495367948014942	0.920920948841928	"NS"	""	"4"	"N"	"N"	NA	NA
"NPFFR1"	-0.0546467997523222	-0.005910142624294	-0.0487366571280282	0.592846532946488	0.95658280253799	-0.0101386094911107	0.923277775577285	0.991764312302285	"NS"	""	"4"	"N"	"N"	NA	NA
"RTP4"	-0.1878810637607	-0.0198130843799	-0.1680679793808	0.0270817200234824	0.764943749632032	-0.0449026514583916	0.379779302113812	0.887256006365813	"NS"	""	"4"	"N"	"N"	NA	NA
"CRLF2"	-0.0294235355544122	0.04721331554768	-0.0766368511020922	0.3148588691215	0.898369739858339	-0.0630753499926397	0.112309465663875	0.735664028526785	"NS"	""	"4"	"N"	"Y"	1.512309074	"MECASERMIN"
"MAGEF1"	0.0743729404732555	0.07925525980877	-0.00488231933551445	0.927557949446944	0.992040377519976	-0.0799818516455323	0.204478953818623	0.805361884295236	"NS"	""	"4"	"N"	"N"	NA	NA
"NPVF"	-0.108154305237956	-0.041959699074889	-0.0661946061630666	0.202157989110916	0.87028323296438	0.0572727413540754	0.485781726960632	0.918557745587947	"NS"	""	"4"	"N"	"N"	NA	NA
"MOAP1"	-0.266382970984656	-0.036440040367527	-0.229942930617129	0.0389446584451606	0.777096367709328	0.0237787256981669	0.754774350392573	0.96700600305132	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC39A8"	-0.286898397409178	-0.24592349420486	-0.0409749032043177	0.563588132327912	0.952881983074893	-0.0438817689619263	0.283133663258218	0.849833657645353	"NS"	""	"4"	"N"	"Y"	1.421206118	"ETHANOL"
"RRAGC"	-0.0361061214081778	-0.13107050000593	0.0949643785977522	0.299010269162868	0.891627595008893	0.118201976351101	0.129782305440244	0.756235300443013	"NS"	""	"4"	"N"	"N"	NA	NA
"FN3K"	0.123414047473314	0.04446127653764	0.0789527709356745	0.287190549185204	0.891393237112007	0.00125136113279396	0.99096152502022	0.999840118555752	"NS"	""	"4"	"N"	"N"	NA	NA
"NOD2"	0.105313570539852	0.055944039490608	0.0493695310492442	0.403477668442897	0.924181841506229	0.075048191865362	0.0892125378313208	0.706891975497922	"NS"	""	"4"	"N"	"Y"	4.536927223	"METHOTREXATE SODIUM"
"TINAGL1"	0.0405245289878667	-0.078393480112377	0.118918009100244	0.169627825446284	0.858182218329537	0.0233496055572387	0.720493977317592	0.962045449053035	"NS"	""	"4"	"N"	"N"	NA	NA
"LIN7B"	-0.000475858932986671	0.12774732673296	-0.128223185665947	0.240067691828741	0.879876094735999	-0.193771017247412	0.11394139419955	0.737815269016769	"NS"	""	"4"	"N"	"N"	NA	NA
"XYLT2"	0.0843366113235556	0.09543241200935	-0.0110958006857945	0.848284566141342	0.985825139172247	0.128346264040084	0.212707234561703	0.812017219776503	"NS"	""	"4"	"N"	"Y"	0.737250674	"DECAMETHONIUM BROMIDE"
"IFIH1"	-0.0506320742858555	-0.000998149107429999	-0.0496339251784255	0.63668643363253	0.963899192087381	-0.0795337554202435	0.373139595720287	0.884998641754011	"NS"	""	"4"	"N"	"N"	NA	NA
"ABCG4"	0.0545046713391333	-0.061682393405016	0.116187064744149	0.146745378730542	0.845300587743584	0.065812709826733	0.504774859014149	0.921617692549642	"NS"	""	"4"	"N"	"N"	NA	NA
"C17orf75"	0.00347333866229444	0.09447507133111	-0.0910017326688155	0.165367824192755	0.857709448699565	0.0803031906386235	0.226178158634543	0.824654523932381	"NS"	""	"4"	"N"	"N"	NA	NA
"NCAPG"	-0.524845270825667	-0.42495784862251	-0.0998874222031566	0.474198391100124	0.93195274069109	-0.146496862484088	0.329469474028883	0.871178261582175	"NS"	""	"4"	"N"	"N"	NA	NA
"MAP2K4"	0.149349804884756	0.10578770050232	0.0435621043824356	0.603553263500275	0.957753294410769	-0.0233831931507295	0.636747189362471	0.940939616704374	"NS"	""	"4"	"N"	"Y"	0.409583708	"Alpha 2 Interferon"
"ERAP2"	0.0996250174864589	0.10276821814322	-0.00314320065676109	0.951885967839213	0.994600750128198	0.05736579777555	0.144091933665842	0.7695700445605	"NS"	""	"4"	"N"	"N"	NA	NA
"NECAB1"	0.113449895942399	-0.08647443498946	0.199924330931859	0.0829434051643929	0.814881526405699	0.256400914919795	0.0468319794947355	0.642659993495528	"NS"	""	"4"	"N"	"N"	NA	NA
"CARD9"	-0.292624257420711	-0.224791515786979	-0.0678327416337323	0.444938220696505	0.927131168289747	0.0615695556021812	0.650195262025689	0.944237116287444	"NS"	""	"4"	"N"	"N"	NA	NA
"DPEP2"	-0.226009089384789	-0.18521005878538	-0.0407990305994089	0.616493632973497	0.959436901649942	-0.0691131386861973	0.575213513333086	0.930405059422556	"NS"	""	"4"	"N"	"N"	NA	NA
"DPEP3"	0.178201493088689	0.0742604135699474	0.103941079518741	0.140574520361338	0.838099014374909	-0.0114009366309778	0.838897763364243	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"BLMH"	0.0624411147315445	0.07170033065092	-0.00925921591937554	0.885900206273286	0.988958814183337	0.109452911869777	0.199094625245338	0.803029526249677	"NS"	""	"4"	"N"	"Y"	2.31294329	"TRILACICLIB"
"IRF2BPL"	0.0407931646739333	0.047051451508528	-0.00625828683459467	0.922671178093634	0.991981540811606	-0.0662259969103664	0.15496805861569	0.778471588637207	"NS"	""	"4"	"N"	"N"	NA	NA
"POPDC3"	-0.612058224545444	-0.393481343906383	-0.218576880639061	0.101988794013803	0.829161654196083	-0.0727716298591319	0.33298922854914	0.871178261582175	"NS"	""	"4"	"N"	"N"	NA	NA
"SFPQ"	-1.24154501408833	-1.2980312476256	0.0564862335372665	0.655745592007215	0.964878409942209	0.0357055253477678	0.873173536383426	0.984675383063111	"NS"	""	"4"	"N"	"N"	NA	NA
"MMS19"	-0.136947317969556	-0.17403531240933	0.0370879944397744	0.759055792448143	0.978392530323928	-0.0813641958958413	0.187591073483024	0.791607957327647	"NS"	""	"4"	"N"	"N"	NA	NA
"LHX5"	-0.172361307932544	-0.036019190671577	-0.136342117260967	0.0193052702512566	0.753624334444151	-0.0167679523555068	0.774419966770952	0.97165299067599	"NS"	""	"4"	"N"	"N"	NA	NA
"DNAJC1"	-0.146545711816744	-0.03839876369405	-0.108146948122694	0.347002324532712	0.910077744578453	-0.0797648697227928	0.549532155000215	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"TFB2M"	0.204890926498988	-0.03904843067568	0.243939357174668	0.00438558712957933	0.732270289782147	0.00564241215326925	0.924888190992542	0.992099158143059	"NS"	""	"4"	"N"	"N"	NA	NA
"SEMA4A"	-0.0260145235160667	-0.02236370916744	-0.00365081434862667	0.962125388760161	0.99658644545958	-0.00226234001731544	0.962473442056224	0.997046298075478	"NS"	""	"4"	"N"	"N"	NA	NA
"PJA1"	-0.138644794149567	-0.08009910454997	-0.0585456895995967	0.667682949370908	0.96691444185455	-0.0947949391309555	0.333391433642453	0.87168749333902	"NS"	""	"4"	"N"	"N"	NA	NA
"SFRP1"	0.0736377018308655	0.11828371798144	-0.0446460161505745	0.677056487207166	0.96710933080808	-0.0996347317708051	0.139699484836391	0.766871941226325	"NS"	""	"4"	"N"	"N"	NA	NA
"STRA6"	0.120357891599062	0.062714672025734	0.0576432195733282	0.391050010073801	0.92110853470559	0.011955450078269	0.86108355742549	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"MLST8"	-0.182360145425178	-0.20290013342389	0.0205399879987122	0.729603900060783	0.973974322390569	0.0209272936487076	0.738324630987299	0.964142004826499	"NS"	""	"4"	"N"	"Y"	0.867353734	"ABEMACICLIB"
"HERPUD2"	0.0373086853502333	0.06898455286085	-0.0316758675106167	0.620754576767848	0.96029264926301	-0.163151613831135	0.00669006889250923	0.462943257357325	"NS"	""	"4"	"N"	"N"	NA	NA
"ATL2"	-0.169150829269723	0.016383050881794	-0.185533880151517	0.0378608024498018	0.777096367709328	-0.0343163990999247	0.651250900604426	0.944237116287444	"NS"	""	"4"	"N"	"N"	NA	NA
"SFRP2"	0.157481794116634	0.14112133971964	0.0163604543969944	0.864661654819151	0.987060096928657	0.160980933923474	0.388483923212584	0.891087368361022	"NS"	""	"4"	"N"	"N"	NA	NA
"MS4A6A"	0.118361277670442	0.0522339386909429	0.0661273389794993	0.318502622621506	0.898369739858339	0.000771151966409843	0.991083388718508	0.999840118555752	"NS"	""	"4"	"N"	"N"	NA	NA
"MS4A5"	0.0732237448020889	-0.02600165034565	0.0992253951477389	0.232100304284222	0.87703105814924	-0.0549071581617981	0.41327283875203	0.89915701683385	"NS"	""	"4"	"N"	"N"	NA	NA
"PDLIM2"	0.0361207724830778	0.05106061461137	-0.0149398421282922	0.878701257766815	0.988132350433782	0.0571165590428969	0.6972331629811	0.957521804411859	"NS"	""	"4"	"N"	"N"	NA	NA
"SFRP4"	-0.163512086704733	-0.06659432364166	-0.0969177630630734	0.21746160687841	0.87028323296438	-0.0238529075040564	0.76789107907095	0.970488324998372	"NS"	""	"4"	"N"	"N"	NA	NA
"ABCG5"	-0.0521311808362	-0.06035038071927	0.00821919988306998	0.88817198008871	0.988958814183337	-0.0343164067089125	0.525959920197586	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"ABCG8"	0.0103159033453089	0.01066273219123	-0.00034682884592111	0.994881989212304	0.99918536801838	0.100356499114988	0.1637818813796	0.786363102005116	"NS"	""	"4"	"N"	"N"	NA	NA
"SFRP5"	-0.10049354068832	-0.010794587115106	-0.089698953573214	0.37200746587965	0.916588220482269	-0.412346876296334	0.011236849177351	0.49408593546979	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF1"	-0.950866690731667	-0.9314192658758	-0.0194474248558664	0.90970954698793	0.991981540811606	0.158813717338977	0.328802892648685	0.871178261582175	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF2"	-0.697244792492667	-0.615599579208	-0.0816452132846666	0.554532837671706	0.952855297502499	-0.138920543945471	0.00348563568880351	0.396345662641543	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF3"	-0.958494181368	-1.1571849871545	0.1986908057865	0.197993313902795	0.87028323296438	0.298723538219528	0.0943811236668716	0.709954729545179	"NS"	""	"4"	"N"	"N"	NA	NA
"PAPD5"	-0.00527840023618889	0.015725546588533	-0.0210039468247219	0.638684428540533	0.963990377796	0.00946627514042829	0.869467907528275	0.984425440320259	"NS"	""	"4"	"N"	"N"	NA	NA
"RAB17"	0.0916224767088778	-0.03528257446276	0.126905051171638	0.0707661158084204	0.80980673788148	0.0437284164822698	0.544760466845021	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"ZSCAN31"	-0.0184471183545622	0.080125653673471	-0.0985727720280332	0.201099734896827	0.87028323296438	-0.0459487274126405	0.635367490237798	0.940780661659791	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF4"	-0.0600696005029011	-0.06404363524038	0.00397403473747888	0.961932165238745	0.99658644545958	-0.0133531201484061	0.93425359308897	0.993515937829358	"NS"	""	"4"	"N"	"N"	NA	NA
"CXCR5"	-0.168518774701533	-0.038309067931764	-0.130209706769769	0.0938983406770522	0.829161654196083	-0.161805035923018	0.00506553442211497	0.441611182294226	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF5"	0.0602927599127666	0.0863737004385663	-0.0260809405257997	0.742170403787337	0.974885856674524	0.0917138343433082	0.186627409894269	0.791455278616953	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF6"	-0.361401146740011	-0.30958582120633	-0.0518153255336811	0.56812412153745	0.953430548537706	-0.322677002620768	0.0533992024450155	0.657527075790064	"NS"	""	"4"	"N"	"N"	NA	NA
"SRSF7"	-0.874237441675556	-0.979915338506	0.105677896830444	0.405864103080174	0.924181841506229	-0.103576928540141	0.310101429114366	0.861360371648992	"NS"	""	"4"	"N"	"N"	NA	NA
"RNF25"	-0.204599370806822	-0.23961638623959	0.0350170154327678	0.754018600532859	0.976857192940171	0.0922319513161518	0.36522692218317	0.884252558145644	"NS"	""	"4"	"N"	"N"	NA	NA
"SOX17"	-0.0451271283069333	-0.024931226702333	-0.0201959016046003	0.710572472522175	0.971846856592908	0.0709225254799428	0.402176699375209	0.895375905957229	"NS"	""	"4"	"N"	"N"	NA	NA
"NSD1"	-0.0278974320131333	-0.17664603737778	0.148748605364647	0.128653125312166	0.832515964681668	0.103656628464041	0.308006540099323	0.860432999976845	"NS"	""	"4"	"N"	"N"	NA	NA
"RFWD2"	-0.0946266984131464	-0.21787412226241	0.123247423849264	0.0285547619131521	0.764943749632032	0.107269435762768	0.0852760020390364	0.698930991727963	"NS"	""	"4"	"N"	"N"	NA	NA
"XPO4"	0.169120810672233	-0.010667075328524	0.179787886000757	0.126027397455584	0.832515964681668	0.276819115799835	0.11433267178006	0.739561499292795	"NS"	""	"4"	"N"	"N"	NA	NA
"SFSWAP"	-0.09194553824682	-0.137603490050929	0.045657951804109	0.536689473463915	0.947422634331019	0.00202063896971436	0.975186243541948	0.997725674882829	"NS"	""	"4"	"N"	"N"	NA	NA
"NFKBIZ"	-0.0442603198907111	-0.069400508937899	0.0251401890471879	0.750259030214846	0.975468054687778	0.0620485095903966	0.340839584272359	0.877136079541372	"NS"	""	"4"	"N"	"N"	NA	NA
"ARHGAP9"	-0.0735598056291878	-0.01278516260199	-0.0607746430271978	0.395551490991465	0.923324851791218	0.00131016564722905	0.979946487217458	0.99844318086786	"NS"	""	"4"	"N"	"N"	NA	NA
"TRA2B"	-0.4343827672911	-0.45036741920577	0.0159846519146701	0.897018403770776	0.990834587049209	-0.0657809323257582	0.541218364126109	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"HS1BP3"	-0.1770188572013	-0.07414909693371	-0.10286976026759	0.254159494107864	0.88595559459422	-0.0962586214490077	0.181181580063608	0.789587181756493	"NS"	""	"4"	"N"	"N"	NA	NA
"AZI2"	-0.0707101258574444	-0.054987608412675	-0.0157225174447694	0.862284699819777	0.986509632513733	0.152720687270548	0.350337208528066	0.879316328318536	"NS"	""	"4"	"N"	"N"	NA	NA
"HIF3A"	-0.0527352489416222	-0.08099847290054	0.0282632239589178	0.589865597907106	0.955967269023582	-0.105723324093311	0.0545958566769576	0.658943571967574	"NS"	""	"4"	"N"	"N"	NA	NA
"NXN"	0.252335405960333	0.17265441038317	0.0796809955771633	0.0970873473031325	0.829161654196083	0.00266568552987211	0.957670648516184	0.996831546233107	"NS"	""	"4"	"N"	"N"	NA	NA
"SIL1"	-0.0125930167623667	0.01822820111717	-0.0308212178795367	0.763474299610586	0.978392530323928	-0.0171554255155542	0.82876538800546	0.980484649468577	"NS"	""	"4"	"N"	"N"	NA	NA
"IKZF5"	-0.0106594085000555	0.028608712674014	-0.0392681211740696	0.743566071975807	0.974885856674524	-0.0785734804226883	0.232761070987891	0.828302534563521	"NS"	""	"4"	"N"	"N"	NA	NA
"CHST8"	0.1569696074664	-0.0131223423868061	0.170091949853206	0.105524554530624	0.829161654196083	0.210263981145291	0.0130653431126705	0.528505047539064	"NS"	""	"4"	"N"	"N"	NA	NA
"ZFP62"	0.0151662888508111	0.07490166609985	-0.0597353772490389	0.271504457920748	0.890333861656335	-0.044447347467349	0.466692729984036	0.914511628663675	"NS"	""	"4"	"N"	"N"	NA	NA
"MMP25"	-0.194501799155363	-0.188213848490302	-0.00628795066506135	0.959276176776038	0.996584581784979	0.0350908708692903	0.645008280443637	0.943777757131878	"NS"	""	"4"	"N"	"N"	NA	NA
"SFTPB"	-0.118978250828822	0.02134377825404	-0.140322029082862	0.049469115100242	0.787269611530444	-0.0582479631889458	0.62255640985275	0.938920533377401	"NS"	""	"4"	"N"	"Y"	2.564350169	"GOLIMUMAB"
"ZMAT3"	0.0556075636474889	-0.08553089199412	0.141138455641609	0.337059519245635	0.907747212606296	-0.0357829920013467	0.633146105767954	0.940780661659791	"NS"	""	"4"	"N"	"N"	NA	NA
"GMCL1"	-0.0716861830452111	-0.00514091110735	-0.0665452719378611	0.324310376529027	0.901084014924136	-0.0399849044658124	0.420337486040721	0.899345346992142	"NS"	""	"4"	"N"	"N"	NA	NA
"GMCL1P1"	0.0595900559385667	0.12856372335857	-0.0689736674200033	0.240976278079307	0.879876094735999	-0.0355244725123264	0.638830947983875	0.941657146382715	"NS"	""	"4"	"N"	"N"	NA	NA
"ZNF106"	0.0707398849363222	0.024746666779407	0.0459932181569152	0.348943619283341	0.910639782813277	0.00640744506862535	0.867180331276689	0.984042895627405	"NS"	""	"4"	"N"	"N"	NA	NA
"MPP5"	0.0212837804182778	-0.013158615990024	0.0344423964083018	0.771818992375083	0.979097413130079	0.079927592071532	0.392524554214655	0.89302586370966	"NS"	""	"4"	"N"	"N"	NA	NA
"HHIP"	-0.0382096472359189	0.06153498561909	-0.0997446328550089	0.224078609796204	0.870940588563515	-0.0640057516682531	0.298219456607057	0.854845354017413	"NS"	""	"4"	"N"	"N"	NA	NA
"BLVRA"	0.182330317446167	0.18771281370631	-0.00538249626014334	0.932221075170487	0.992040377519976	0.0624070961530597	0.130573614259685	0.758418508692887	"NS"	""	"4"	"N"	"Y"	3.932003593	"adalimumab"
"SFTPC"	0.243576076071778	0.23834242801076	0.00523364806101778	0.933770173318143	0.992040377519976	-0.0970482782109472	0.323316766202429	0.867325733761381	"NS"	""	"4"	"N"	"N"	NA	NA
